subset_id,k,rep,classifier,scores,roc_auc
k1_r0,1,0,Likelihood Ratio,UPDRS1,0.8845905607099638
k1_r1,1,1,Likelihood Ratio,AXSC_on,0.7929003630496168
k1_r2,1,2,Likelihood Ratio,HY_off,0.7398547801532877
k1_r3,1,3,Likelihood Ratio,VFT_sem_sum,0.6288422751109318
k1_r4,1,4,Likelihood Ratio,VFT_sem_sum,0.6288422751109318
k1_r5,1,5,Likelihood Ratio,PIGD_on,0.8601855586930215
k1_r6,1,6,Likelihood Ratio,UPDRS1,0.8845905607099638
k1_r7,1,7,Likelihood Ratio,HY_on,0.6950786607503026
k1_r8,1,8,Likelihood Ratio,MOCA,0.7137555465913675
k1_r9,1,9,Likelihood Ratio,UPDRS1,0.8845905607099638
k1_r10,1,10,Likelihood Ratio,JLO,0.636466317063332
k1_r11,1,11,Likelihood Ratio,LEDD,0.6799919322307382
k1_r12,1,12,Likelihood Ratio,AXSC_off,0.7828156514723679
k1_r13,1,13,Likelihood Ratio,AXSC_on,0.7929003630496168
k1_r14,1,14,Likelihood Ratio,HY_on,0.6950786607503026
k1_r15,1,15,Likelihood Ratio,AXSC_on,0.7929003630496168
k1_r16,1,16,Likelihood Ratio,HVLT_IR,0.6575231948366277
k1_r17,1,17,Likelihood Ratio,UPDRS2,0.890802743041549
k1_r18,1,18,Likelihood Ratio,PIGD_off,0.8263816054860831
k1_r19,1,19,Likelihood Ratio,HVLT_DR,0.5831383622428398
k1_r20,1,20,Likelihood Ratio,HVLT_IR,0.6575231948366277
k1_r21,1,21,Likelihood Ratio,VFT_phon_f,0.6454618797902381
k1_r22,1,22,Likelihood Ratio,UPDRS4,0.645502218636547
k1_r23,1,23,Likelihood Ratio,GDS,0.7007260992335619
k1_r24,1,24,Likelihood Ratio,AXSC_on,0.7929003630496168
k1_r25,1,25,Likelihood Ratio,HY_off,0.7398547801532877
k1_r26,1,26,Likelihood Ratio,VFT_sem_sum,0.6288422751109318
k1_r27,1,27,Likelihood Ratio,PIGD_off,0.8263816054860831
k1_r28,1,28,Likelihood Ratio,JLO,0.636466317063332
k1_r29,1,29,Likelihood Ratio,HVLT_DR,0.5831383622428398
k1_r30,1,30,Likelihood Ratio,HVLT_DR,0.5831383622428398
k1_r31,1,31,Likelihood Ratio,MOCA,0.7137555465913675
k1_r32,1,32,Likelihood Ratio,UPDRS1,0.8845905607099638
k1_r33,1,33,Likelihood Ratio,JLO,0.636466317063332
k1_r34,1,34,Likelihood Ratio,ESS,0.709439290036305
k1_r35,1,35,Likelihood Ratio,UPDRS3_on,0.7413876563130294
k1_r36,1,36,Likelihood Ratio,PIGD_on,0.8601855586930215
k1_r37,1,37,Likelihood Ratio,PIGD_off,0.8263816054860831
k1_r38,1,38,Likelihood Ratio,SCOPA,0.8107704719645018
k1_r39,1,39,Likelihood Ratio,SEADL,0.8649052037111737
k1_r40,1,40,Likelihood Ratio,UPDRS4,0.645502218636547
k1_r41,1,41,Likelihood Ratio,AXSC_off,0.7828156514723679
k1_r42,1,42,Likelihood Ratio,HY_on,0.6950786607503026
k1_r43,1,43,Likelihood Ratio,LNS,0.6767244856797096
k1_r44,1,44,Likelihood Ratio,UPDRS3_on,0.7413876563130294
k1_r45,1,45,Likelihood Ratio,LEDD,0.6799919322307382
k1_r46,1,46,Likelihood Ratio,HVLT_DR,0.5831383622428398
k1_r47,1,47,Likelihood Ratio,ESS,0.709439290036305
k1_r48,1,48,Likelihood Ratio,HY_off,0.7398547801532877
k1_r49,1,49,Likelihood Ratio,AXSC_on,0.7929003630496168
k2_r0,2,0,Likelihood Ratio,"UPDRS4,AXSC_off",0.7802339653085922
k2_r1,2,1,Likelihood Ratio,"HVLT_IR,HVLT_DR",0.6464300121016539
k2_r2,2,2,Likelihood Ratio,"JLO,UPDRS2",0.8929810407422347
k2_r3,2,3,Likelihood Ratio,"HY_off,GDS",0.772892295280355
k2_r4,2,4,Likelihood Ratio,"LEDD,LNS",0.7412263009277935
k2_r5,2,5,Likelihood Ratio,"ESS,RBDScr",0.699717628075837
k2_r6,2,6,Likelihood Ratio,"UPDRS3_on,HVLT_DR",0.7216619604679307
k2_r7,2,7,Likelihood Ratio,"HVLT_DR,UPDRS4",0.6684953610326745
k2_r8,2,8,Likelihood Ratio,"HVLT_DR,HY_off",0.7290439693424767
k2_r9,2,9,Likelihood Ratio,"MOCA,SDM",0.7510286405808793
k2_r10,2,10,Likelihood Ratio,"VFT_sem_sum,ESS",0.7209762000806776
k2_r11,2,11,Likelihood Ratio,"AXSC_on,SEADL",0.8736587333602259
k2_r12,2,12,Likelihood Ratio,"UPDRS1,RBDScr",0.8755949979830577
k2_r13,2,13,Likelihood Ratio,"AXSC_on,VFT_sem_sum",0.8007260992335619
k2_r14,2,14,Likelihood Ratio,"PIGD_off,VFT_phon_f",0.8183945139169019
k2_r15,2,15,Likelihood Ratio,"SCOPA,MOCA",0.8288019362646228
k2_r16,2,16,Likelihood Ratio,"SEADL,UPDRS2",0.909035901573215
k2_r17,2,17,Likelihood Ratio,"PIGD_off,UPDRS4",0.8096409842678499
k2_r18,2,18,Likelihood Ratio,"AXSC_on,LEDD",0.8021782977006857
k2_r19,2,19,Likelihood Ratio,"SEADL,HVLT_DR",0.8534086325131102
k2_r20,2,20,Likelihood Ratio,"SCOPA,AXSC_on",0.8492940701895926
k2_r21,2,21,Likelihood Ratio,"HVLT_DR,HVLT_IR",0.6464300121016539
k2_r22,2,22,Likelihood Ratio,"UPDRS2,UPDRS3_off",0.8933844292053248
k2_r23,2,23,Likelihood Ratio,"UPDRS1,VFT_sem_sum",0.8789027833803953
k2_r24,2,24,Likelihood Ratio,"SEADL,HVLT_DR",0.8534086325131102
k2_r25,2,25,Likelihood Ratio,"JLO,UPDRS3_on",0.7468334005647439
k2_r26,2,26,Likelihood Ratio,"JLO,SEADL",0.8618394513916902
k2_r27,2,27,Likelihood Ratio,"JLO,UPDRS1",0.8792658329971763
k2_r28,2,28,Likelihood Ratio,"AXSC_on,RBDScr",0.790157321500605
k2_r29,2,29,Likelihood Ratio,"LNS,UPDRS3_off",0.8073820088745461
k2_r30,2,30,Likelihood Ratio,"MOCA,GDS",0.7574021782977007
k2_r31,2,31,Likelihood Ratio,"VFT_phon_f,LEDD",0.7152884227511094
k2_r32,2,32,Likelihood Ratio,"UPDRS3_off,MOCA",0.827511093182735
k2_r33,2,33,Likelihood Ratio,"PIGD_on,UPDRS3_on",0.8467527228721259
k2_r34,2,34,Likelihood Ratio,"RBDScr,ESS",0.699717628075837
k2_r35,2,35,Likelihood Ratio,"SEADL,UPDRS2",0.909035901573215
k2_r36,2,36,Likelihood Ratio,"HVLT_IR,AXSC_on",0.7947962888261396
k2_r37,2,37,Likelihood Ratio,"VFT_sem_sum,SEADL",0.8693424768051634
k2_r38,2,38,Likelihood Ratio,"PIGD_off,VFT_sem_sum",0.8243243243243243
k2_r39,2,39,Likelihood Ratio,"LNS,UPDRS4",0.7208551835417507
k2_r40,2,40,Likelihood Ratio,"UPDRS1,LEDD",0.8845905607099637
k2_r41,2,41,Likelihood Ratio,"LEDD,HY_on",0.7450181524808391
k2_r42,2,42,Likelihood Ratio,"HY_on,UPDRS4",0.7288019362646229
k2_r43,2,43,Likelihood Ratio,"GDS,HVLT_IR",0.7155304558289634
k2_r44,2,44,Likelihood Ratio,"HY_on,HVLT_DR",0.7054457442517144
k2_r45,2,45,Likelihood Ratio,"UPDRS4,VFT_sem_sum",0.6980637353771683
k2_r46,2,46,Likelihood Ratio,"MOCA,RBDScr",0.7444130697862041
k2_r47,2,47,Likelihood Ratio,"LEDD,SEADL",0.8624445340863252
k2_r48,2,48,Likelihood Ratio,"UPDRS1,GDS",0.8749092375958047
k2_r49,2,49,Likelihood Ratio,"UPDRS1,LNS",0.8889068172650263
k3_r0,3,0,Likelihood Ratio,"PIGD_on,LNS,HVLT_IR",0.8357402178297701
k3_r1,3,1,Likelihood Ratio,"LEDD,AXSC_off,SCOPA",0.844937474788221
k3_r2,3,2,Likelihood Ratio,"SCOPA,AXSC_on,HY_on",0.8402581686163777
k3_r3,3,3,Likelihood Ratio,"SCOPA,UPDRS1,UPDRS3_on",0.9083098023396531
k3_r4,3,4,Likelihood Ratio,"HY_on,VFT_sem_sum,UPDRS1",0.8879790237999193
k3_r5,3,5,Likelihood Ratio,"SDM,RBDScr,AXSC_on",0.8338442920532474
k3_r6,3,6,Likelihood Ratio,"PIGD_off,VFT_sem_sum,UPDRS3_off",0.846914078257362
k3_r7,3,7,Likelihood Ratio,"VFT_sem_sum,SEADL,HY_off",0.8764017749092375
k3_r8,3,8,Likelihood Ratio,"UPDRS2,UPDRS1,SDM",0.9226300927793465
k3_r9,3,9,Likelihood Ratio,"AXSC_off,UPDRS3_on,VFT_sem_sum",0.817749092375958
k3_r10,3,10,Likelihood Ratio,"LEDD,HVLT_DR,UPDRS4",0.7143606292860023
k3_r11,3,11,Likelihood Ratio,"UPDRS1,HY_off,UPDRS2",0.9157321500605082
k3_r12,3,12,Likelihood Ratio,"AXSC_off,UPDRS4,RBDScr",0.7841064945542559
k3_r13,3,13,Likelihood Ratio,"JLO,LNS,VFT_sem_sum",0.7107704719645018
k3_r14,3,14,Likelihood Ratio,"UPDRS3_off,SCOPA,UPDRS2",0.908793868495361
k3_r15,3,15,Likelihood Ratio,"GDS,AXSC_on,HVLT_DR",0.809681323114159
k3_r16,3,16,Likelihood Ratio,"HY_off,SCOPA,HVLT_DR",0.8263009277934651
k3_r17,3,17,Likelihood Ratio,"SDM,PIGD_on,UPDRS2",0.9180718031464301
k3_r18,3,18,Likelihood Ratio,"GDS,SCOPA,AXSC_off",0.8417910447761194
k3_r19,3,19,Likelihood Ratio,"PIGD_off,VFT_sem_sum,HVLT_DR",0.8130294473578057
k3_r20,3,20,Likelihood Ratio,"LNS,AXSC_on,UPDRS3_off",0.8521177894312222
k3_r21,3,21,Likelihood Ratio,"RBDScr,JLO,UPDRS2",0.8816861637757161
k3_r22,3,22,Likelihood Ratio,"HY_off,UPDRS1,SEADL",0.9119402985074627
k3_r23,3,23,Likelihood Ratio,"SEADL,HY_on,AXSC_off",0.8622025010084712
k3_r24,3,24,Likelihood Ratio,"RBDScr,UPDRS1,SEADL",0.9072206534893101
k3_r25,3,25,Likelihood Ratio,"UPDRS3_off,GDS,MOCA",0.8255344897135941
k3_r26,3,26,Likelihood Ratio,"LNS,HVLT_IR,RBDScr",0.7144816458249295
k3_r27,3,27,Likelihood Ratio,"RBDScr,GDS,AXSC_off",0.8024203307785398
k3_r28,3,28,Likelihood Ratio,"SDM,SEADL,SCOPA",0.8940298507462687
k3_r29,3,29,Likelihood Ratio,"GDS,LEDD,MOCA",0.7875352964905203
k3_r30,3,30,Likelihood Ratio,"HVLT_IR,RBDScr,UPDRS3_on",0.7722065348931022
k3_r31,3,31,Likelihood Ratio,"LEDD,UPDRS2,ESS",0.8878983461073013
k3_r32,3,32,Likelihood Ratio,"PIGD_on,AXSC_on,MOCA",0.8556272690601049
k3_r33,3,33,Likelihood Ratio,"RBDScr,GDS,HVLT_DR",0.70923759580476
k3_r34,3,34,Likelihood Ratio,"RBDScr,VFT_sem_sum,SEADL",0.8653489310205729
k3_r35,3,35,Likelihood Ratio,"AXSC_off,UPDRS1,HY_on",0.8961678096006455
k3_r36,3,36,Likelihood Ratio,"ESS,GDS,UPDRS3_off",0.8106091165792658
k3_r37,3,37,Likelihood Ratio,"UPDRS3_on,UPDRS1,PIGD_off",0.9050826946349335
k3_r38,3,38,Likelihood Ratio,"HY_on,VFT_phon_f,UPDRS4",0.7653489310205728
k3_r39,3,39,Likelihood Ratio,"UPDRS3_on,UPDRS4,PIGD_off",0.836264622831787
k3_r40,3,40,Likelihood Ratio,"AXSC_off,ESS,LNS",0.8284388866478419
k3_r41,3,41,Likelihood Ratio,"VFT_sem_sum,HVLT_DR,UPDRS2",0.890237999193223
k3_r42,3,42,Likelihood Ratio,"MOCA,SCOPA,UPDRS4",0.8382412263009278
k3_r43,3,43,Likelihood Ratio,"UPDRS2,GDS,SEADL",0.9054457442517143
k3_r44,3,44,Likelihood Ratio,"AXSC_on,PIGD_on,HY_off",0.8465510286405808
k3_r45,3,45,Likelihood Ratio,"LEDD,PIGD_off,UPDRS4",0.8088745461879789
k3_r46,3,46,Likelihood Ratio,"HY_on,PIGD_off,UPDRS3_on",0.8358612343686971
k3_r47,3,47,Likelihood Ratio,"JLO,GDS,UPDRS1",0.8681323114158935
k3_r48,3,48,Likelihood Ratio,"ESS,UPDRS2,RBDScr",0.872609923356192
k3_r49,3,49,Likelihood Ratio,"GDS,SEADL,RBDScr",0.845139169019766
k4_r0,4,0,Likelihood Ratio,"UPDRS3_off,PIGD_on,ESS,HVLT_DR",0.872650262202501
k4_r1,4,1,Likelihood Ratio,"AXSC_on,AXSC_off,UPDRS1,JLO",0.8936668011294877
k4_r2,4,2,Likelihood Ratio,"SDM,ESS,UPDRS2,UPDRS3_off",0.909035901573215
k4_r3,4,3,Likelihood Ratio,"VFT_phon_f,HY_on,HVLT_DR,SEADL",0.8590157321500607
k4_r4,4,4,Likelihood Ratio,"PIGD_off,SDM,SCOPA,UPDRS1",0.909035901573215
k4_r5,4,5,Likelihood Ratio,"MOCA,RBDScr,AXSC_on,HVLT_IR",0.809076240419524
k4_r6,4,6,Likelihood Ratio,"VFT_sem_sum,SCOPA,JLO,HY_off",0.8383219039935458
k4_r7,4,7,Likelihood Ratio,"UPDRS1,SEADL,VFT_phon_f,LEDD",0.9132311415893505
k4_r8,4,8,Likelihood Ratio,"HVLT_DR,MOCA,SCOPA,LEDD",0.8306978620411457
k4_r9,4,9,Likelihood Ratio,"LEDD,UPDRS1,ESS,HY_on",0.8882210568777733
k4_r10,4,10,Likelihood Ratio,"UPDRS4,PIGD_off,RBDScr,UPDRS2",0.8803953206938282
k4_r11,4,11,Likelihood Ratio,"PIGD_on,ESS,SDM,UPDRS2",0.9156514723678904
k4_r12,4,12,Likelihood Ratio,"UPDRS1,UPDRS2,HVLT_IR,VFT_sem_sum",0.9141992739007665
k4_r13,4,13,Likelihood Ratio,"PIGD_off,GDS,UPDRS4,UPDRS3_on",0.845139169019766
k4_r14,4,14,Likelihood Ratio,"AXSC_on,SEADL,HVLT_DR,VFT_phon_f",0.8754336425978216
k4_r15,4,15,Likelihood Ratio,"PIGD_on,HVLT_DR,HY_off,AXSC_on",0.844856797095603
k4_r16,4,16,Likelihood Ratio,"PIGD_on,UPDRS4,MOCA,VFT_sem_sum",0.8640177490923759
k4_r17,4,17,Likelihood Ratio,"PIGD_on,VFT_phon_f,RBDScr,HVLT_IR",0.8338846308995563
k4_r18,4,18,Likelihood Ratio,"HVLT_IR,UPDRS1,PIGD_on,PIGD_off",0.9061315046389673
k4_r19,4,19,Likelihood Ratio,"HY_on,VFT_phon_f,ESS,UPDRS3_on",0.8083098023396532
k4_r20,4,20,Likelihood Ratio,"HY_on,LEDD,MOCA,PIGD_off",0.8413069786204115
k4_r21,4,21,Likelihood Ratio,"SDM,HY_on,SEADL,LEDD",0.87269060104881
k4_r22,4,22,Likelihood Ratio,"AXSC_off,HVLT_IR,RBDScr,LEDD",0.8134328358208955
k4_r23,4,23,Likelihood Ratio,"AXSC_off,HY_on,VFT_sem_sum,VFT_phon_f",0.8231141589350545
k4_r24,4,24,Likelihood Ratio,"HVLT_DR,VFT_sem_sum,UPDRS2,UPDRS3_on",0.8930617184348528
k4_r25,4,25,Likelihood Ratio,"HVLT_IR,MOCA,LNS,RBDScr",0.7310609116579266
k4_r26,4,26,Likelihood Ratio,"UPDRS4,LNS,HY_on,VFT_phon_f",0.7862041145623235
k4_r27,4,27,Likelihood Ratio,"LEDD,PIGD_off,PIGD_on,SEADL",0.8887858007260993
k4_r28,4,28,Likelihood Ratio,"GDS,VFT_sem_sum,PIGD_on,HVLT_IR",0.8402581686163775
k4_r29,4,29,Likelihood Ratio,"HVLT_IR,AXSC_on,HY_on,GDS",0.8064945542557483
k4_r30,4,30,Likelihood Ratio,"UPDRS2,HY_off,MOCA,UPDRS3_off",0.9106897942718838
k4_r31,4,31,Likelihood Ratio,"GDS,AXSC_off,PIGD_on,UPDRS2",0.8977410246066961
k4_r32,4,32,Likelihood Ratio,"JLO,HY_off,UPDRS1,GDS",0.8794675272287212
k4_r33,4,33,Likelihood Ratio,"UPDRS2,GDS,ESS,UPDRS4",0.8855183541750706
k4_r34,4,34,Likelihood Ratio,"AXSC_off,VFT_phon_f,GDS,AXSC_on",0.8266236385639371
k4_r35,4,35,Likelihood Ratio,"UPDRS3_on,SDM,HY_off,MOCA",0.8242033077853973
k4_r36,4,36,Likelihood Ratio,"GDS,SDM,ESS,UPDRS2",0.8948769665187576
k4_r37,4,37,Likelihood Ratio,"VFT_sem_sum,SEADL,HVLT_IR,AXSC_off",0.8651472367890279
k4_r38,4,38,Likelihood Ratio,"SDM,ESS,MOCA,HVLT_DR",0.7664784187172247
